{'id': 'AVD-2021-25745', '漏洞名称': 'Linux ingress-nginx 安全漏洞（CVE-2021-25745）', '漏洞类型': '未定义', '披露时间': '2022-04-26', '漏洞状态': 'CVE'}
{'id': 'AVD-2000-1220', '漏洞名称': 'BSD &amp; Linux lpr - 权限提升漏洞', '漏洞类型': '未定义', '披露时间': '2000-01-08', '漏洞状态': 'CVE'}
{'id': 'AVD-2000-0052', '漏洞名称': 'Mandrake 6.x / RedHat 6.x / Turbolinux 3.5 b2/4.x/6.0.2 userhelper/PAM - Path Exploit (2)漏洞', '漏洞类型': '未定义', '披露时间': '2000-01-04', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0894', '漏洞名称': 'Red Hat Linux屏幕程序不使用Unix98 ptys，从而允许本地用户写入其他终端。', '漏洞类型': '未定义', '披露时间': '2000-01-04', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0735', '漏洞名称': 'Caldera kdenetwork 1.1.1-1 / Caldera OpenLinux 1.3/2.2 / KDE KDE 1.1/1.1. / RedHat Linux 6.0 - K-Mail 文件创建', '漏洞类型': '未定义', '披露时间': '2000-01-04', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1339', '漏洞名称': 'FreeBSD/Linux NAT 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '1999-12-31', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1335', '漏洞名称': 'Red Hat Linux snmpd server配置错误漏洞', '漏洞类型': '未定义', '披露时间': '1999-12-31', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1333', '漏洞名称': 'linux 代码执行漏洞', '漏洞类型': '未定义', '披露时间': '1999-12-31', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1331', '漏洞名称': 'linux 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '1999-12-31', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1330', '漏洞名称': 'linux 缓冲区溢出漏洞', '漏洞类型': '未定义', '披露时间': '1999-12-31', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1329', '漏洞名称': 'linux 缓冲区溢出权限提升漏洞', '漏洞类型': '未定义', '披露时间': '1999-12-31', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1328', '漏洞名称': 'linux 任意文件写入漏洞', '漏洞类型': '未定义', '披露时间': '1999-12-31', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1327', '漏洞名称': 'linux 缓冲区溢出漏洞', '漏洞类型': '未定义', '披露时间': '1999-12-31', '漏洞状态': 'CVE'}
{'id': 'AVD-2000-0017', '漏洞名称': 'Linuxconf 1.1.6 r10 - 远程缓冲区溢出', '漏洞类型': '未定义', '披露时间': '1999-12-21', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0978', '漏洞名称': 'debian_linux 代码执行漏洞', '漏洞类型': '未定义', '披露时间': '1999-12-09', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0986', '漏洞名称': 'Linux Kernel up to 2.0.38 Packet Length ping 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '1999-12-08', '漏洞状态': 'CVE'}
{'id': 'AVD-2000-0358', '漏洞名称': 'RedHat Linux 6.1 ORBit and gnome-session远程拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '1999-12-03', '漏洞状态': 'CVE'}
{'id': 'AVD-2000-0357', '漏洞名称': 'RedHat Linux 6.1 ORBit and esound弱认证漏洞', '漏洞类型': '未定义', '披露时间': '1999-12-03', '漏洞状态': 'CVE'}
{'id': 'AVD-2000-0366', '漏洞名称': 'Debian Linux 2.1 转储符号链接还原漏洞', '漏洞类型': '未定义', '披露时间': '1999-12-02', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0856', '漏洞名称': 'Slackware Linux CVE-1999-0856 Remote Security Vulnerability', '漏洞类型': '未定义', '披露时间': '1999-12-01', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0317', '漏洞名称': 'linux_kernel 缓冲区溢出漏洞', '漏洞类型': '未定义', '披露时间': '1999-11-25', '漏洞状态': 'CVE'}
{'id': 'AVD-2000-0531', '漏洞名称': 'OpenLinux 2.3/2.4 / RedHat 6.0/6.1 / SCO eServer 2.3 - 拒绝服务', '漏洞类型': '未定义', '披露时间': '1999-11-23', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0831', '漏洞名称': 'Linux Kernel Syslog 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '1999-11-19', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0832', '漏洞名称': 'linux 缓冲区溢出代码执行漏洞', '漏洞类型': '未定义', '披露时间': '1999-11-09', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0821', '漏洞名称': 'Seyon 2.1 rev. 4b i586-Linux - Exploit', '漏洞类型': '未定义', '披露时间': '1999-11-08', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0949', '漏洞名称': 'Turbolinux 3.5 b2 - &#39;canuum&#39; 缓冲区溢出', '漏洞类型': '未定义', '披露时间': '1999-11-02', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0948', '漏洞名称': 'IRIX 6.5 / Solaris 7.0 / Turbolinux 4.2 - &#39;uum&#39; 缓冲区溢出', '漏洞类型': '未定义', '披露时间': '1999-11-02', '漏洞状态': 'CVE'}
{'id': 'AVD-2000-0363', '漏洞名称': 'Linux cwdtools漏洞', '漏洞类型': '未定义', '披露时间': '1999-10-22', '漏洞状态': 'CVE'}
{'id': 'AVD-2000-0362', '漏洞名称': 'S.u.S.E. Linux 6.1/6.2 - cwdtools Exploit漏洞', '漏洞类型': '未定义', '披露时间': '1999-10-22', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1341', '漏洞名称': 'Linux内核数据伪造漏洞', '漏洞类型': '未定义', '披露时间': '1999-10-22', '漏洞状态': 'CVE'}
{'id': 'AVD-2000-0369', '漏洞名称': 'Caldera OpenLinux 2.3 Ident Daemon 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '1999-10-08', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1347', '漏洞名称': 'linux 安全绕过漏洞', '漏洞类型': '未定义', '披露时间': '1999-10-07', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1346', '漏洞名称': 'linux 安全绕过漏洞', '漏洞类型': '未定义', '披露时间': '1999-10-07', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1542', '漏洞名称': 'linux 代码执行漏洞', '漏洞类型': '未定义', '披露时间': '1999-10-04', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1352', '漏洞名称': 'Linux 中的mknod覆盖文件或者获得特权漏洞', '漏洞类型': '未定义', '披露时间': '1999-09-28', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1477', '漏洞名称': 'Mandriva Linux Mandrake 6.0 / Gnome Libs 1.0.8 espeaker - Local Buffer Overflow', '漏洞类型': '未定义', '披露时间': '1999-09-23', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0906', '漏洞名称': 'S.u.S.E. Linux 6.2 sscw - HOME Environment Variable缓冲区溢出', '漏洞类型': '未定义', '披露时间': '1999-09-23', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0704', '漏洞名称': 'BSD/OS 3.1/4.0.1 / FreeBSD 3.0/3.1/3.2 / RedHat Linux 6.0 - amd缓冲区溢出 (2)', '漏洞类型': '未定义', '披露时间': '1999-09-16', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0705', '漏洞名称': 'ISC INN 2.2 / RedHat Linux 6.0 - inews 缓冲区溢出', '漏洞类型': '未定义', '披露时间': '1999-09-01', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0939', '漏洞名称': 'Debian Linux 2.1/2.2 epic/epic4 Client Long String 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '1999-08-26', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0872', '漏洞名称': 'openlinux 缓冲区溢出漏洞', '漏洞类型': '未定义', '披露时间': '1999-08-25', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0769', '漏洞名称': 'Caldera OpenLinux 2.2 / Debian 2.1/2.2 / RedHat 6.0 - Vixie Cron MAILTO Sendmail', '漏洞类型': '未定义', '披露时间': '1999-08-25', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0768', '漏洞名称': 'RedHat Linux 4.2/5.2/6.0 / S.u.S.E. Linux 6.0/6.1 - Cron 缓冲区溢出 (2)', '漏洞类型': '未定义', '披露时间': '1999-08-25', '漏洞状态': 'CVE'}
{'id': 'AVD-2000-0374', '漏洞名称': 'openlinux 信息泄露漏洞', '漏洞类型': '未定义', '披露时间': '1999-08-22', '漏洞状态': 'CVE'}
{'id': 'AVD-2000-0355', '漏洞名称': 'linux 任意文件读取漏洞', '漏洞类型': '未定义', '披露时间': '1999-08-21', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0740', '漏洞名称': 'Red Hat Linux 4.2/5.2/6.0 in.telnetd 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '1999-08-19', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0746', '漏洞名称': 'SuSE Linux up to 6.2 in.identd 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '1999-08-16', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1018', '漏洞名称': 'Linux Kernel 2.0.33 - IP Fragment Overlap', '漏洞类型': '未定义', '披露时间': '1999-07-27', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1518', '漏洞名称': 'FreeBSD/NetBSD/Linux Shared Memory mmap/shmget 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '1999-07-15', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1166', '漏洞名称': 'Linux Kernel 2.0.37 - Segment Limit权限提升', '漏洞类型': '未定义', '披露时间': '1999-07-11', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1348', '漏洞名称': 'linux 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '1999-06-30', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0748', '漏洞名称': 'linux 缓冲区溢出漏洞', '漏洞类型': '未定义', '披露时间': '1999-06-24', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0742', '漏洞名称': 'debian_linux 权限提升漏洞', '漏洞类型': '未定义', '披露时间': '1999-06-22', '漏洞状态': 'CVE'}
{'id': 'AVD-2000-0118', '漏洞名称': 'RedHat Linux 5.2 i386/6.0 - 禁止登录', '漏洞类型': '未定义', '披露时间': '1999-06-09', '漏洞状态': 'CVE'}
{'id': 'AVD-2000-0365', '漏洞名称': 'RedHat Linux /dev/pts 文件系统权限漏洞', '漏洞类型': '未定义', '披露时间': '1999-06-01', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0804', '漏洞名称': 'Linux Kernel 2.2.0 ICMP Packet 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '1999-06-01', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0439', '漏洞名称': 'openlinux 缓冲区溢出代码执行漏洞', '漏洞类型': '未定义', '披露时间': '1999-04-05', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0462', '漏洞名称': 'suse_linux 漏洞', '漏洞类型': '未定义', '披露时间': '1999-03-17', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0421', '漏洞名称': 'slackware_linux 漏洞', '漏洞类型': '未定义', '披露时间': '1999-03-17', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0409', '漏洞名称': 'S.u.S.E. Linux 5.2 - gnuplot Exploit', '漏洞类型': '未定义', '披露时间': '1999-03-04', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0431', '漏洞名称': 'Linux Kernel up to 2.2.16 IP Fragmentation 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '1999-03-01', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0426', '漏洞名称': 'suse_linux 漏洞', '漏洞类型': '未定义', '披露时间': '1999-03-01', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0414', '漏洞名称': 'Linux Kernel 2.0.30 / 2.0.35 / 2.0.36 / 2.0.37 - Blind TCP 欺骗', '漏洞类型': '未定义', '披露时间': '1999-03-01', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1168', '漏洞名称': '适用于Linux的5.3版Internet安全扫描程序（ISS）的install.iss安装脚本，允许本地用户更改任意文件的权限', '漏洞类型': '未定义', '披露时间': '1999-02-20', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0460', '漏洞名称': 'Linux Kernel 2.0 / 2.1 / 2.2 - autofs Exploit', '漏洞类型': '未定义', '披露时间': '1999-02-19', '漏洞状态': 'CVE'}
{'id': 'AVD-2000-0367', '漏洞名称': 'Debian GNU/Linux eterm权限许可漏洞', '漏洞类型': '未定义', '披露时间': '1999-02-18', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1495', '漏洞名称': 'suse_linux 任意文件写入漏洞', '漏洞类型': '未定义', '披露时间': '1999-02-18', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0374', '漏洞名称': 'debian_linux 漏洞', '漏洞类型': '未定义', '披露时间': '1999-02-16', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0368', '漏洞名称': 'openlinux 缓冲区溢出漏洞', '漏洞类型': '未定义', '披露时间': '1999-02-09', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0403', '漏洞名称': 'Cyrix CPU on Linux 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '1999-02-01', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0373', '漏洞名称': 'debian_linux 缓冲区溢出代码执行漏洞', '漏洞类型': '未定义', '披露时间': '1999-02-01', '漏洞状态': 'CVE'}
{'id': 'AVD-2000-0370', '漏洞名称': 'openlinux 代码执行漏洞', '漏洞类型': '未定义', '披露时间': '1999-01-29', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0461', '漏洞名称': 'linux_kernel 漏洞', '漏洞类型': '未定义', '披露时间': '1999-01-28', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0400', '漏洞名称': 'Linux Kernel 2.2 - &#39;ldd core&#39; Force Reboot', '漏洞类型': '未定义', '披露时间': '1999-01-26', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0451', '漏洞名称': 'Linux Kernel 2.0 - TCP Port 拒绝服务', '漏洞类型': '未定义', '披露时间': '1999-01-19', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0457', '漏洞名称': 'debian_linux 漏洞', '漏洞类型': '未定义', '披露时间': '1999-01-17', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0390', '漏洞名称': 'suse_linux 缓冲区溢出漏洞', '漏洞类型': '未定义', '披露时间': '1999-01-04', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0389', '漏洞名称': 'debian_linux 缓冲区溢出漏洞', '漏洞类型': '未定义', '披露时间': '1999-01-03', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0698', '漏洞名称': 'Red Hat Linux IP Protocol Logger 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '1999-01-01', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0656', '漏洞名称': 'linux_kernel 漏洞', '漏洞类型': '未定义', '披露时间': '1999-01-01', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0401', '漏洞名称': 'linux_kernel 漏洞', '漏洞类型': '未定义', '披露时间': '1999-01-01', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0243', '漏洞名称': '可以利用Linux cfingerd获得root访问权限。', '漏洞类型': '未定义', '披露时间': '1999-01-01', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1285', '漏洞名称': 'linux_kernel 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '1998-12-27', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1173', '漏洞名称': 'Linux Corel Word Perfect信息修改漏洞', '漏洞类型': '未定义', '披露时间': '1998-12-18', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1411', '漏洞名称': 'Debian GNU/Linux fsp package安装程序服务器访问漏洞', '漏洞类型': '未定义', '披露时间': '1998-11-26', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0781', '漏洞名称': 'linux_kernel 代码执行漏洞', '漏洞类型': '未定义', '披露时间': '1998-11-18', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0215', '漏洞名称': 'SGI IRIX 3/4/5/6 / OpenLinux 1.0/1.1 - routed traceon Exploit', '漏洞类型': '未定义', '披露时间': '1998-10-26', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0002', '漏洞名称': 'openlinux缓冲区溢出', '漏洞类型': 'CWE-119', '披露时间': '1998-10-12', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1048', '漏洞名称': 'debian_linux 缓冲区溢出权限提升漏洞', '漏洞类型': '未定义', '披露时间': '1998-09-05', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1406', '漏洞名称': 'linux 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '1998-07-29', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1441', '漏洞名称': 'linux_kernel 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '1998-06-30', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1442', '漏洞名称': 'linux_kernel 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '1998-06-22', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1490', '漏洞名称': 'RedHat Linux 5.1 xosview - Exploit', '漏洞类型': '未定义', '披露时间': '1998-05-28', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1498', '漏洞名称': 'Slackware Linux 3.4 - pkgtool 临时文件', '漏洞类型': '未定义', '披露时间': '1998-04-06', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0257', '漏洞名称': 'Linux Kernel 2.6.20.1 IP Fragmentation Nestea 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '1998-04-01', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0330', '漏洞名称': 'linux_kernel 缓冲区溢出漏洞', '漏洞类型': '未定义', '披露时间': '1998-03-01', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0125', '漏洞名称': 'RedHat Linux 4.2 / SGI IRIX 6.3 / Solaris 2.6 mailx - Exploit (2)', '漏洞类型': '未定义', '披露时间': '1998-01-25', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0513', '漏洞名称': 'Linux Kernel 2.0/2.1 ICMP Smurf 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '1998-01-05', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0341', '漏洞名称': 'debian_linux 缓冲区溢出漏洞', '漏洞类型': '未定义', '披露时间': '1998-01-01', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0017', '漏洞名称': 'openlinux 漏洞', '漏洞类型': '未定义', '披露时间': '1997-12-10', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0340', '漏洞名称': 'slackware_linux 缓冲区溢出漏洞', '漏洞类型': '未定义', '披露时间': '1997-12-01', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0216', '漏洞名称': 'Linux Kernel 2.6.20.1 inetd SYN/RST Packet 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '1997-11-01', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0192', '漏洞名称': 'RedHat Linux 6.0 / Slackware Linux 4.0 - Termcap tgetent() 缓冲区溢出 (2)', '漏洞类型': '未定义', '披露时间': '1997-10-18', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0061', '漏洞名称': 'linux_kernel 漏洞', '漏洞类型': '未定义', '披露时间': '1997-10-02', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0183', '漏洞名称': 'linux_kernel 漏洞', '漏洞类型': '未定义', '披露时间': '1997-09-01', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1225', '漏洞名称': 'Linux，Ultrix及其他操作系统rpc.mountd错误信息漏洞', '漏洞类型': '未定义', '披露时间': '1997-08-24', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0524', '漏洞名称': 'linux_kernel 漏洞', '漏洞类型': 'CWE-200', '披露时间': '1997-08-01', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1182', '漏洞名称': 'openlinux_lite 缓冲区溢出权限提升漏洞', '漏洞类型': '未定义', '披露时间': '1997-07-17', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0628', '漏洞名称': 'linux_kernel 漏洞', '漏洞类型': '未定义', '披露时间': '1997-07-01', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0195', '漏洞名称': 'Linux Kernel 2.6.20.1 RPC Portmapper Source IP Address 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '1997-07-01', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0074', '漏洞名称': 'linux_kernel 漏洞', '漏洞类型': '未定义', '披露时间': '1997-07-01', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0042', '漏洞名称': 'Linux imapd - Remote Overflow File Retrieve Exploit', '漏洞类型': '未定义', '披露时间': '1997-04-07', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1489', '漏洞名称': 'Slackware Linux 3.1 - 缓冲区溢出', '漏洞类型': '未定义', '披露时间': '1997-03-04', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0165', '漏洞名称': 'linux_kernel 漏洞', '漏洞类型': '未定义', '披露时间': '1997-03-01', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1299', '漏洞名称': 'linux 任意文件写入漏洞', '漏洞类型': '未定义', '披露时间': '1997-02-03', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0171', '漏洞名称': 'linux_kernel 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '1997-01-01', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0128', '漏洞名称': 'Linux Kernel 1.3.0/2.0 ICMP Packet Long Packet 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '1996-12-18', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0234', '漏洞名称': 'openlinux 漏洞', '漏洞类型': '未定义', '披露时间': '1996-10-08', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0335', '漏洞名称': 'linux_kernel 漏洞', '漏洞类型': '未定义', '披露时间': '1996-08-01', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-1491', '漏洞名称': 'RedHat Linux 2.1 - abuse.console Exploit', '漏洞类型': '未定义', '披露时间': '1996-02-02', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0123', '漏洞名称': 'slackware_linux 漏洞', '漏洞类型': '未定义', '披露时间': '1995-12-01', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0245', '漏洞名称': 'linux_kernel 漏洞', '漏洞类型': '未定义', '披露时间': '1995-09-07', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0242', '漏洞名称': 'slackware_linux 漏洞', '漏洞类型': '未定义', '披露时间': '1995-03-01', '漏洞状态': 'CVE'}
{'id': 'AVD-1999-0077', '漏洞名称': 'Linux Kernel 2.2 - Predictable TCP Initial Sequence Number', '漏洞类型': '未定义', '披露时间': '1995-01-01', '漏洞状态': 'CVE'}
{'id': 'AVD-2000-0508', '漏洞名称': 'Red Hat Linux up to 7.0 rpc.lockd 拒绝服务漏洞', '漏洞类型': '未定义', '披露时间': '1994-12-19', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-776113', '漏洞名称': '多家厂商Linux rpc.mountd远程缓冲区溢出漏洞', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-776025', '漏洞名称': 'linux-2.0.36 to 2.2.1之Autofs溢出（CNVD-1999-0650）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-776024', '漏洞名称': 'Linux insmod漏洞（CNVD-1999-0655）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775985', '漏洞名称': 'Redhat 5.1 Linuxconf安全漏洞（CNVD-1999-0738）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775975', '漏洞名称': 'Linux IP 可选项漏洞（CNVD-1999-0760）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775965', '漏洞名称': 'RedHat Linux /dev/pts文件系统权限漏洞（CNVD-1999-0774）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775939', '漏洞名称': 'Linux Samba软件包多个远程漏洞', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775875', '漏洞名称': 'Linux cwdtools漏洞（CNVD-1999-0997）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775859', '漏洞名称': '多种版本的Linux NIS漏洞（CNVD-1999-1030）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775836', '漏洞名称': 'RedHat Linux csh/tcsh 漏洞（CNVD-1999-1070）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775835', '漏洞名称': 'RedHat Linux 6.1 race condition 修补程序（CNVD-1999-1071）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775832', '漏洞名称': 'Linux nfsd 远程溢出漏洞（CNVD-1999-1077）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775825', '漏洞名称': 'Red Hat 公司发布 Red Hat Linux 4.2 及 5.2 中 NFS daemon 安全性问题及其修补（CNVD-1999-1095）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775824', '漏洞名称': 'Red Hat公司发布Red Hat Linux内DNS server &#39;bind&#39; 几个安全性漏洞及其补丁程序（CNVD-1999-1096）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775788', '漏洞名称': 'Linux syslogd拒绝服务漏洞（CNVD-1999-1139）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775720', '漏洞名称': 'Linux TCP/IP 堆栈漏洞（CNVD-1999-1253）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775674', '漏洞名称': 'Linux 2.0.x DoS 攻击(PING)（CNVD-1999-1325）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775590', '漏洞名称': 'Corel Linux get_it 路径漏洞（CNVD-2000-0057）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775485', '漏洞名称': 'Corel Linux 1.0 xconf工具存在多个安全漏洞（CNVD-2000-0218）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775484', '漏洞名称': 'Corel Linux dosemu缺省配置错误漏洞（CNVD-2000-0219）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775476', '漏洞名称': 'Debian Linux nmh 远程漏洞（CNVD-2000-0230）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775470', '漏洞名称': 'RedHat Linux dump 缓冲区溢出漏洞（CNVD-2000-0238）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
